word1,word2,word3,count
force,different,power,1
different,power,israel,1
power,israel,accord,1
establish,netanyahu,word,1
netanyahu,word,peace,1
military,alliance,israel,1
israel,turkey,negotiate,1
rabin,1994,change,1
1994,change,regional,1
change,regional,balance,1
balance,power,accord,1
sign,february,august,1
february,august,1996,1
august,1996,israel,1
1996,israel,turkey,1
israel,turkey,provide,1
movement,israel,battle,1
israel,battle,jerusalem,1
battle,islam,movement,1
islam,movement,music,1
music,law,ancient,1
sociology,archaeology,art,1
palestinian,political,authority,1
political,authority,leadership,1
authority,leadership,east,1
leadership,east,jerusalem,1
east,jerusalem,evidence,1
jerusalem,evidence,suggest,1
evidence,suggest,islamic,1
suggest,islamic,movement,1
islamic,movement,begin,1
article,examine,grow,1
movement,israel,jerusalem,1
israel,jerusalem,term,1
jerusalem,term,discourse,1
term,discourse,specific,1
discourse,specific,fact,1
specific,fact,ground,1
fact,ground,explore,1
ground,explore,how,1
debate,presence,perceive,1
presence,perceive,grow,1
perceive,grow,strategic,1
grow,strategic,threat,1
strategic,threat,part,1
trend,rather,consequence,1
knesset,politics,foreign,1
science,law,islam,1
law,islam,ideology,1
israeli,relation,author,1
relation,author,argue,1
term,israel,largely,1
israel,largely,due,1
liberation,national,ideology,1
party,country,same,1
time,however,argue,1
political,economic,reason,1
economic,reason,force,1
regime,become,more,1
attitude,israel,former,1
israel,former,israeli,1
most,country,similar,1
country,similar,statement,1
similar,statement,make,1
statement,make,former,1
make,former,labor,1
former,labor,prime,1
labor,prime,minister,1
rabin,one,speech,1
one,speech,knesset,1
speech,knesset,indeed,1
knesset,indeed,early,1
indeed,early,1990s,1
africa,when,middle,1
peace,process,appear,1
process,appear,gain,1
middle,decade,even,1
decade,even,muslim,1
even,muslim,country,1
muslim,country,north,1
idea,establish,diplomatic,1
diplomatic,tie,israel,1
tie,israel,even,1
peace,process,grow,1
process,grow,recognition,1
grow,recognition,country,1
recognition,country,come,1
country,come,term,1
term,israel,long,1
consider,possibility,only,1
possibility,only,when,1
only,when,israel,1
when,israel,prime,1
july,1999,comment,1
relation,israel,question,1
israel,question,article,1
question,article,attempt,1
israel,consequence,several,1
consequence,several,factor,1
attitude,israel,large,1
israel,large,measure,1
large,measure,determine,1
measure,determine,colonial,1
determine,colonial,experience,1
colonial,experience,leader,1
liberation,national,assume,1
national,assume,position,1
assume,position,leadership,1
position,leadership,country,1
leadership,country,independence,1
long,struggle,french,1
struggle,french,colonial,1
colonial,rule,therefore,1
colonialism,occupy,central,1
occupy,central,part,1
israel,association,france,1
association,france,great,1
france,great,britain,1
cold,war,increase,1
war,increase,soviet,1
increase,soviet,influence,1
policy,orientation,clearly,1
cold,war,year,1
notion,zionism,associate,1
hostility,jewish,state,1
union,late,1980s,1
dialogue,two,country,1
regime,failure,transform,1
democracy,have,negative,1
negative,impact,potential,1
battle,military,back,1
leader,take,measure,1
relation,early,year,1
policy,israel,far,1
israel,far,more,1
far,more,radical,1
more,radical,other,1
radical,other,country,1
other,country,north,1
north,africa,largely,1
africa,largely,due,1
struggle,france,historical,1
france,historical,memory,1
islam,politics,population,1
movement,israel,grow,1
israel,grow,major,1
organization,political,representation,1
national,level,late,1
level,late,1990s,1
late,1990s,movement,1
1990s,movement,particularly,1
israel,muslim,population,1
muslim,population,challenge,1
population,challenge,state,1
challenge,state,control,1
islamic,institution,current,1
institution,current,literature,1
possible,article,focus,1
order,assess,movement,1
assess,movement,development,1
movement,early,1980s,1
movement,develop,major,1
develop,major,force,1
major,force,arab,1
force,arab,political,1
israel,early,1990s,1
early,1990s,provide,1
1990s,provide,community,1
provide,community,service,1
community,service,action,1
service,action,where,1
achieve,political,representation,1
then,national,level,1
national,level,critical,1
level,critical,aspect,1
critical,aspect,state,1
aspect,state,minority,1
state,minority,policy,1
islamic,institution,most,1
institution,most,scholarship,1
most,scholarship,movement,1
scholarship,movement,focus,1
movement,focus,political,1
focus,political,social,1
muslim,minority,population,1
minority,population,however,1
population,however,one,1
however,one,most,1
holy,place,religious,1
place,religious,education,1
religious,education,recent,1
education,recent,year,1
issue,israel,islamic,1
minority,political,agenda,1
introduce,own,set,1
case,date,involve,1
date,involve,dispute,1
involve,dispute,land,1
gain,international,attention,1
international,attention,month,1
john,paul,visit,1
paul,visit,city,1
visit,city,march,1
city,march,2000,1
march,2000,struggle,1
2000,struggle,center,1
struggle,center,land,1
center,land,directly,1
most,important,holy,1
important,holy,place,1
holy,place,leader,1
site,final,outcome,1
movement,effective,use,1
effective,use,israel,1
use,israel,islamic,1
struggle,control,islamic,1
institution,israel,provide,1
israel,provide,insight,1
potential,response,state,1
response,state,addition,1
state,addition,provide,1
addition,provide,additional,1
provide,additional,dimension,1
additional,dimension,understand,1
dimension,understand,emergence,1
understand,emergence,development,1
emergence,development,movement,1
development,movement,explain,1
movement,explain,rise,1
mark,1967,arab,1
israeli,war,major,1
war,major,source,1
arab,world,when,1
world,when,military,1
popular,support,secular,1
support,secular,nationalism,1
secular,nationalism,muslim,1
nationalism,muslim,citizen,1
muslim,citizen,israel,1
continue,discrimination,perceive,1
discrimination,perceive,second,1
perceive,second,class,1
class,citizen,status,1
citizen,status,arab,1
organization,plo,addition,1
plo,addition,muslim,1
addition,muslim,community,1
muslim,community,israel,1
community,israel,less,1
own,state,control,1
state,control,religious,1
control,religious,establishment,1
access,holy,site,1
site,jerusalem,well,1
jerusalem,well,organize,1
well,organize,west,1
organize,west,bank,1
bank,islamic,establishment,1
contact,religious,institution,1
religious,institution,west,1
gaza,also,directly,1
criminal,justice,criminology,1
justice,criminology,legitimacy,1
criminology,legitimacy,economic,1
legitimacy,economic,justice,1
law,theory,criminal,1
criminal,justice,political,1
judaism,theology,politics,1
work,identify,science,1
identify,science,scholar,1
same,page,author,1
page,author,also,1
author,also,refer,1
also,refer,strong,1
civil,right,well,1
zionist,central,difficult,1
central,difficult,task,1
difficult,task,set,1
task,set,determine,1
set,determine,israeli,1
determine,israeli,criminal,1
ibid.,jew,arab,1
jew,arab,well,1
arab,well,very,1
well,very,different,1
very,different,perception,1
legitimacy,criminal,justice,1
criminal,justice,arab,1
justice,arab,jew,1
criminal,law,israel,1
law,israel,moment,1
comprehensive,also,conduct,1
also,conduct,own,1
jewish,israeli,attitude,1
israeli,attitude,criminal,1
attitude,criminal,justice,1
justice,system,thus,1
system,thus,author,1
thus,author,only,1
author,only,reveal,1
only,reveal,difference,1
reveal,difference,treatment,1
difference,treatment,jew,1
treatment,jew,arab,1
jew,arab,receive,1
arab,receive,criminal,1
receive,criminal,justice,1
criminal,justice,process,1
process,also,argue,1
legitimacy,legal,system,1
author,suggest,loss,1
means,bring,social,1
treatment,arab,israeli,1
individual,act,discrimination,1
act,discrimination,instead,1
text,wide,range,1
wide,range,course,1
range,course,deal,1
course,deal,generally,1
deal,generally,israeli,1
generally,israeli,politics,1
politics,society,focus,1
society,focus,cultural,1
focus,cultural,context,1
cultural,context,arab,1
context,arab,israeli,1
israeli,conflict,comparative,1
conflict,comparative,course,1
comparative,course,politics,1
course,politics,sociology,1
element,student,understanding,1
student,understanding,own,1
understanding,own,place,1
own,place,world,1
place,world,country,1
world,country,such,1
relation,idea,place,1
idea,place,especially,1
take,even,great,1
even,great,importance,1
great,importance,article,1
importance,article,examine,1
examine,map,language,1
map,language,use,1
language,use,describe,1
use,describe,country,1
relationship,most,gulf,1
year,article,argue,1
article,argue,four,1
reason,account,shift,1
account,shift,gulf,1
shift,gulf,leader,1
gulf,leader,attitude,1
leader,attitude,grow,1
east,policy,recognition,1
policy,recognition,potential,1
recognition,potential,economic,1
potential,economic,benefit,1
shift,palestinian,cause,1
palestinian,cause,trend,1
cause,trend,present,1
gulf,individual,state,1
state,solution,several,1
solution,propose,alternative,1
propose,alternative,vision,1
palestinian,conflict,offer,1
israel,palestine,article,1
palestine,article,identify,1
discourse,oslo,peace,1
article,examine,relation,1
examine,relation,jewish,1
relation,jewish,palestinian,1
citizen,israel,october,1
israel,october,when,1
kill,decade,then,1
decade,then,arab,1
then,arab,jewish,1
jewish,relation,characterize,1
relation,characterize,grow,1
fear,hostility,together,1
hostility,together,negative,1
together,negative,attitude,1
negative,attitude,political,1
two,community,also,1
community,also,increase,1
serious,threat,arab,1
threat,arab,jewish,1
israel,israeli,democracy,1
israeli,democracy,first,1
day,october,call,1
area,israel,course,1
building,such,post,1
such,post,office,1
post,office,bank,1
well,jewish,civilian,1
jewish,civilian,one,1
civilian,one,jewish,1
even,kill,try,1
include,palestinian,gaza,1
kill,police,many,1
police,many,more,1
event,palestinian,citizen,1
1956,violence,october,1
violence,october,2000,1
city,i.e.,city,1
i.e.,city,large,1
city,large,population,1
jew,arab,jewish,1
attack,arab,arab,1
arab,arab,property,1
arab,property,violent,1
occur,jewish,arab,1
arab,jewish,violence,1
jewish,violence,take,1
take,place,town,1
arab,own,property,1
arab,two,side,1
two,arab,kill,1
arab,kill,many,1
violence,scale,now,1
scale,now,decade,1
now,decade,late,1
decade,late,event,1
late,event,october,1
event,october,2000,1
october,2000,become,1
2000,become,know,1
become,know,remain,1
mark,beginning,new,1
beginning,new,period,1
tension,hostility,jewish,1
hostility,jewish,palestinian,1
citizen,israel,article,1
examine,jewish,palestinian,1
israel,october,2000,1
october,2000,argue,1
2000,argue,october,1
argue,october,2000,1
october,2000,represent,1
point,jewish,palestinian,1
relation,israel,relation,1
israel,relation,always,1
decade,october,2000,1
even,far,attitude,1
far,attitude,side,1
fear,increase,political,1
increase,political,opinion,1
political,opinion,become,1
opinion,become,more,1
word,report,international,1
report,international,crisis,1
crisis,group,sense,1
jewish,side,feeling,1
side,feeling,arab,1
feeling,arab,israeli,1
arab,israeli,increasingly,1
minority,jewish,majority,1
other,outcome,negative,1
well,future,jewish,1
future,jewish,palestinian,1
2000,day,october,1
day,october,2000,1
october,2000,stand,1
2000,stand,most,1
feel,many,palestinian,1
many,palestinian,citizen,1
israel,second,netanyahu,1
second,netanyahu,era,1
netanyahu,era,2009,1
era,2009,2021,1
prime,minister,democracy,1
minister,democracy,political,1
history,economics,theology,1
economics,theology,politics,1
article,assess,democratic,1
netanyahu,year,office,1
year,office,2009,1
office,2009,2021,1
2009,2021,draw,1
2021,draw,comparison,1
draw,comparison,similar,1
comparison,similar,development,1
turkey,democratic,back,1
occur,israel,period,1
take,place,other,1
place,other,country,1
other,country,netanyahu,1
country,netanyahu,less,1
netanyahu,lack,success,1
lack,success,explain,1
old,age,soviet,1
age,soviet,jew,1
soviet,jew,social,1
jew,social,network,1
social,network,israel,1
history,demography,development,1
demography,development,economics,1
logic,oslo,europe,1
oslo,europe,israeli,1
europe,israeli,palestinian,1
european,union,political,1
economics,sociology,international,1
trade,economics,computer,1
computer,science,management,1
science,management,science,1
question,why,european,1
why,european,policy,1
suggest,european,policy,1
logic,oslo,process,1
oslo,process,achieve,1
process,achieve,two,1
achieve,two,state,1
state,solution,reason,1
european,union,decision,1
union,decision,make,1
make,process,lack,1
international,community,alternative,1
community,alternative,framework,1
alternative,framework,europe,1
politics,economic,security,1
economic,security,economic,1
security,economic,growth,1
science,business,finance,1
business,finance,economics,1
finance,economics,law,1
egypt,israel,together,1
israel,together,receive,1
aid,help,unite,1
help,unite,state,1
unite,state,achieve,1
state,achieve,short,1
achieve,short,term,1
short,term,political,1
term,political,objective,1
political,objective,several,1
objective,several,factor,1
several,factor,suggest,1
factor,suggest,need,1
suggest,need,reduce,1
future,level,security,1
however,largely,determine,1
select,special,interest,1
interest,group,about,1
group,about,percent,1
today,two,country,1
two,country,israel,1
country,israel,egypt,1
foreign,aid,unite,1
aid,unite,state,1
most,aid,egypt,1
aid,egypt,security,1
security,aid,constitute,1
aid,constitute,about,1
constitute,about,percent,1
many,year,israel,1
year,israel,receive,1
military,aid,foreign,1
aid,foreign,military,1
economic,aid,economic,1
aid,economic,support,1
influence,soviet,union,1
article,assess,factor,1
assess,factor,affect,1
factor,affect,likely,1
affect,likely,affect,1
likely,affect,security,1
israel,egypt,post,1
egypt,post,cold,1
cold,war,environment,1
war,environment,development,1
environment,development,middle,1
east,strategic,interest,1
strategic,interest,region,1
concern,public,opinion,1
consideration,change,however,1
change,however,come,1
however,come,only,1
come,only,american,1
only,american,domestic,1
american,domestic,political,1
powerful,interest,group,1
interest,group,often,1
group,often,play,1
role,background,late,1
aid,two,country,1
two,country,dominate,1
country,dominate,security,1
program,increase,end,1
increase,end,cold,1
cold,war,aid,1
war,aid,israel,1
israel,egypt,remain,1
existence,contain,soviet,1
contain,soviet,union,1
egypt,1997,stand,1
about,percent,security,1
form,foreign,aid,1
foreign,aid,state,1
aid,state,department,1
state,department,three,1
department,three,other,1
three,other,foreign,1
other,foreign,affair,1
foreign,affair,agency,1
affair,agency,contribution,1
agency,contribution,unite,1
contribution,unite,nation,1
unite,nation,other,1
nation,other,international,1
other,international,organization,1
international,organization,peace,1
take,account,reflect,1
israel,egypt,become,1
israel,neighbor,especially,1
neighbor,especially,egypt,1
commitment,democratic,israel,1
democratic,israel,promote,1
israel,promote,regional,1
party,lead,late,1
view,jewish,religious,1
religious,law,factor,1
independent,position,role,1
position,role,development,1
role,development,mizrahi,1
view,contemporary,middle,1
middle,east,reveal,1
east,reveal,central,1
reveal,central,role,1
central,role,religious,1
role,religious,party,1
religious,party,shape,1
party,shape,political,1
shape,political,agenda,1
political,agenda,region,1
agenda,region,israel,1
region,israel,different,1
israel,different,respect,1
secular,force,secular,1
force,secular,elite,1
secular,elite,still,1
elite,still,strong,1
two,fact,first,1
fact,first,religious,1
first,religious,party,1
religious,party,play,1
party,play,lead,1
lead,role,israeli,1
role,israeli,government,1
israeli,government,second,1
government,second,religious,1
second,religious,party,1
religious,party,political,1
party,political,position,1
political,position,add,1
light,fact,israel,1
land,deep,religious,1
muslim,majority,middle,1
majority,middle,east,1
east,jewish,majority,1
majority,israel,fact,1
turn,religious,movement,1
religious,movement,leader,1
participant,decision,national,1
party,well,know,1
know,israeli,public,1
1984,ethnic,political,1
ethnic,political,home,1
mizrahi,middle,eastern,1
central,eastern,european,1
eastern,european,origin,1
become,significant,political,1
significant,political,religious,1
political,religious,force,1
religious,force,israeli,1
force,israeli,society,1
israeli,society,main,1
growth,come,1990s,1
third,large,third,1
large,third,most,1
party,israeli,society,1
society,recent,year,1
recent,year,due,1
year,due,change,1
due,change,israeli,1
party,secular,reaction,1
secular,reaction,influence,1
remain,significant,political,1
leadership,direct,party,1
2013,one,lead,1
one,lead,authority,1
religious,law,contemporary,1
develop,party,form,1
party,form,represent,1
form,represent,mizrahi,1
student,party,agenda,1
party,agenda,ideology,1
agenda,ideology,goal,1
ideology,goal,direct,1
goal,direct,one,1
direct,one,man,1
educational,institution,fact,1
camp,israeli,politics,1
israeli,politics,however,1
politics,however,least,1
however,least,one,1
other,right,wing,1
wing,religious,party,1
maintain,independent,political,1
make,territorial,compromise,1
territorial,compromise,arab,1
compromise,arab,state,1
arab,state,return,1
state,return,full,1
return,full,peace,1
full,peace,fact,1
peace,fact,offer,1
position,rule,political,1
rule,political,cooperation,1
party,well,most,1
leader,tend,remain,1
regional,political,issue,1
political,issue,speak,1
issue,speak,only,1
view,time,time,1
time,time,again,1
time,again,paper,1
again,paper,examine,1
paper,examine,four,1
independent,position,development,1
position,development,mizrahi,1
physics,scholarship,indigenous,1
test,politics,sociology,1
attack,traditional,official,1
israel,palestine,challenge,1
palestine,challenge,myth,1
state,purpose,use,1
standard,body,scholarship,1
body,scholarship,point,1
well,know,engage,1
know,engage,middle,1
engage,middle,east,1
east,study,include,1
land,power,zionist,1
body,writing,produce,1
writing,produce,former,1
produce,former,israeli,1
former,israeli,foreign,1
work,large,discussion,1
large,discussion,image,1
discussion,image,reality,1
image,reality,reader,1
israel,indigenous,recent,1
indigenous,recent,immigrant,1
recent,immigrant,come,1
immigrant,come,economic,1
come,economic,opportunity,1
economic,opportunity,create,1
opportunity,create,zionist,1
ever,publish,arab,1
publish,arab,israeli,1
conflict,make,essay,1
include,national,jewish,1
time,article,critical,1
note,difficult,publish,1
difficult,publish,work,1
publish,work,critical,1
author,also,take,1
also,take,issue,1
view,palestinian,refugee,1
refugee,problem,bear,1
problem,bear,war,1
state,israel,maintain,1
instead,hold,much,1
part,zionist,leader,1
zionist,leader,order,1
leader,order,create,1
also,call,account,1
official,version,israeli,1
version,israeli,history,1
israeli,history,particular,1
history,particular,tel,1
particular,tel,aviv,1
tel,aviv,action,1
israeli,national,information,1
national,information,center,1
information,center,collective,1
center,collective,memory,1
memory,israeli,arab,1
collective,memory,refugee,1
memory,refugee,political,1
science,narrative,politics,1
narrative,politics,arab–,1
israeli,conflict,information,1
conflict,information,center,1
information,center,palestinian,1
center,palestinian,refugee,1
palestinian,refugee,center,1
refugee,center,category,1
category,theory,state,1
science,institution,public,1
institution,public,relation,1
2003,israeli,information,1
information,center,main,1
center,main,israeli,1
main,israeli,institution,1
information,israeli,public,1
publication,deal,palestinian,1
deal,palestinian,refugee,1
israeli,public,use,1
public,use,content,1
use,content,analysis,1
content,analysis,publication,1
2003,article,explore,1
article,explore,first,1
explore,first,time,1
first,time,way,1
time,way,center,1
way,publication,describe,1
publication,describe,two,1
describe,two,issue,1
two,issue,year,1
issue,year,process,1
year,process,reason,1
process,reason,generate,1
adopt,zionist,narrative,1
zionist,narrative,include,1
narrative,include,when,1
scholarly,finding,publish,1
finding,publish,end,1
publish,end,last,1
end,last,century,1
last,century,responsibility,1
century,responsibility,refugee,1
political,reason,e.g.,1
property,finding,have,1
finding,have,general,1
have,general,implication,1
general,implication,study,1
implication,study,state,1
study,state,activity,1
state,activity,shape,1
activity,shape,collective,1
shape,collective,memory,1
collective,memory,citizen,1
memory,citizen,addition,1
citizen,addition,specific,1
addition,specific,implication,1
specific,implication,study,1
implication,study,israel,1
study,israel,israeli,1
israel,israeli,arab,1
arab,conflict,full,1
conflict,full,text,1
image,sociology,political,1
form,israel,palestine,1
israel,palestine,represent,1
palestine,represent,map,1
school,student,result,1
student,result,show,1
map,demonstrate,unique,1
demonstrate,unique,way,1
unique,way,student,1
way,student,think,1
student,think,national,1
think,national,territory,1
national,territory,paper,1
image,ongoing,politics,1
regard,border,image,1
interest,northern,iraq,1
alliance,turkish,political,1
turkish,political,economy,1
war,iraq,reveal,1
iraq,reveal,however,1
reveal,however,two,1
objective,concern,respect,1
concern,respect,future,1
iraq,turkey,fear,1
turkey,fear,emergence,1
fear,emergence,independent,1
state,northern,iraq,1
northern,iraq,same,1
iraq,same,possibility,1
same,possibility,seem,1
change,nature,relationship,1
alliance,politics,political,1
economy,treaty,diplomacy,1
treaty,diplomacy,law,1
diplomacy,law,foreign,1
policy,public,administration,1
over,year,unique,1
year,unique,largely,1
israeli,war,diplomacy,1
war,diplomacy,become,1
israeli,peace,article,1
evolution,then,explore,1
nation,change,nature,1
change,nature,likely,1
alliance,special,relationship,1
america,foreign,policy,1
state,israel,connection,1
israel,connection,stand,1
domestic,political,impact,1
nation,six,million,1
way,world,often,1
world,often,occupy,1
often,occupy,indeed,1
more,public,landscape,1
public,landscape,political,1
britain,france,near,1
france,near,neighbor,1
american,president,party,1
support,israel,security,1
treaty,alliance,two,1
alliance,two,country,1
two,country,most,1
place,impact,political,1
impact,political,activism,1
political,activism,campaign,1
activism,campaign,contribution,1
effective,effort,call,1
effort,call,jewish,1
washington,lead,american,1
lead,american,israel,1
time,political,history,1
political,history,when,1
history,when,organize,1
when,organize,interest,1
organize,interest,group,1
interest,group,many,1
group,many,variety,1
effect,american,politics,1
role,play,israeli,1
play,israeli,relation,1
israeli,relation,story,1
relation,story,much,1
story,much,more,1
alliance,examine,origin,1
evolution,more,year,1
more,year,life,1
year,life,israeli,1
life,israeli,state,1
six,element,collective,1
element,collective,american,1
foundation,unique,israeli,1
unique,israeli,first,1
far,too,long,1
too,long,sense,1
general,american,humanitarian,1
rather,unite,state,1
unite,state,third,1
element,politics,influence,1
political,life,especially,1
life,especially,democratic,1
especially,democratic,party,1
democratic,party,where,1
party,where,key,1
where,key,white,1
key,white,house,1
new,democratic,state,1
draw,unite,state,1
unite,state,religious,1
state,religious,identification,1
religious,identification,common,1
many,american,christian,1
american,christian,return,1
holy,land,ancient,1
land,ancient,nation,1
final,element,make,1
much,american,government,1
american,government,history,1
government,history,region,1
history,region,arab,1
region,arab,people,1
only,much,late,1
element,add,call,1
add,call,strategic,1
call,strategic,relationship,1
strategic,relationship,first,1
relationship,first,emerge,1
administration,black,september,1
september,1970,crisis,1
1970,crisis,palestine,1
crisis,palestine,liberation,1
organization,plo,syrian,1
plo,syrian,challenge,1
syrian,challenge,king,1
acknowledge,many,year,1
president,1989,year,1
1989,year,today,1
2015,israeli,general,1
result,2015,israeli,1
2015,israeli,election,1
israeli,election,primarily,1
argue,campaign,dynamic,1
jew,emergence,politics,1
israel,arab,palestinian,1
external,domestic,circumstance,1
domestic,circumstance,effective,1
ideology,politics,american,1
explore,two,movement,1
two,movement,share,1
society,article,compare,1
article,compare,analyze,1
compare,analyze,ideology,1
analyze,ideology,political,1
ideology,political,dynamic,1
political,dynamic,well,1
dynamic,well,similar,1
contemporary,situation,middle,1
law,politics,diplomacy,1
politics,diplomacy,political,1
process,require,interaction,1
wild,type,control,1
victim,new,intifada,1
new,intifada,three,1
intifada,three,factor,1
three,factor,however,1
factor,however,bring,1
however,bring,death,1
jordan,well,october,1
well,october,2000,1
opposition,failure,economic,1
failure,economic,benefit,1
popular,support,king,1
situation,where,turn,1
where,turn,rather,1
turn,rather,israel,1
rather,israel,major,1
israel,major,foreign,1
year,israeli,security,1
israeli,security,central,1
security,central,role,1
central,role,defense,1
role,defense,system,1
security,security,force,1
security,force,political,1
force,political,science,1
science,immigration,judaism,1
immigration,judaism,human,1
judaism,human,settlement,1
beginning,jewish,state,1
state,israel,defense,1
identity,emergence,arab,1
emergence,arab,israeli,1
peace,process,transformation,1
process,transformation,nature,1
transformation,nature,military,1
nature,military,threat,1
military,threat,role,1
israeli,life,change,1
life,change,well,1
change,well,article,1
well,article,provide,1
evolution,israeli,security,1
agreement,israel,one,1
israel,one,state,1
one,state,central,1
creation,national,person,1
national,person,army,1
professional,level,protect,1
level,protect,state,1
protect,state,citizen,1
state,citizen,year,1
attack,jewish,state,1
army,call,first,1
call,first,form,1
first,form,state,1
form,state,history,1
country,create,new,1
create,new,settlement,1
new,settlement,border,1
settlement,border,help,1
develop,strategic,dialogue,1
strategic,dialogue,various,1
dialogue,various,country,1
various,country,include,1
country,include,unite,1
state,also,control,1
palestinian,arab,state,1
arab,state,reach,1
state,reach,conclusion,1
reach,conclusion,have,1
dispute,israel,military,1
israel,military,means,1
arab,world,good,1
world,good,course,1
good,course,reach,1
course,reach,compromise,1
reach,compromise,state,1
compromise,state,israel,1
state,israel,sign,1
agreement,israel,defense,1
israel,defense,system,1
state,armed,force,1
armed,force,israeli,1
force,israeli,defense,1
defense,system,see,1
system,see,far,1
see,far,broad,1
far,broad,context,1
center,system,also,1
system,also,include,1
domestic,intelligence,security,1
intelligence,security,agency,1
security,agency,broad,1
agency,broad,network,1
broad,network,defense,1
make,weapon,system,1
country,research,development,1
research,development,agency,1
development,agency,nuclear,1
one,body,have,1
year,more,significant,1
more,significant,consider,1
significant,consider,small,1
consider,small,size,1
size,state,origin,1
state,origin,other,1
origin,other,complex,1
other,complex,system,1
complex,system,israeli,1
system,israeli,defense,1
defense,system,come,1
have,deep,root,1
era,jewish,settlement,1
jewish,settlement,country,1
young,person,also,1
army,world,war,1
world,war,clear,1
war,clear,leader,1
clear,leader,jewish,1
leader,jewish,settlement,1
jewish,settlement,lead,1
settlement,lead,david,1
ben,gurion,come,1
gurion,come,crisis,1
come,crisis,where,1
crisis,where,arab,1
where,arab,state,1
state,when,war,1
when,war,independence,1
war,independence,break,1
independence,break,1948,1
break,1948,jewish,1
1948,jewish,community,1
jewish,community,have,1
population,kill,war,1
first,palestinian,force,1
palestinian,force,then,1
force,then,stand,1
then,stand,army,1
stand,army,egypt,1
three,arab,army,1
arab,army,egypt,1
occupy,part,israeli,1
part,israeli,consider,1
israeli,consider,land,1
consider,land,israel,1
land,israel,egyptian,1
israel,egyptian,take,1
egyptian,take,gaza,1
gaza,strip,jordanian,1
strip,jordanian,west,1
jordanian,west,bank,1
west,bank,syrian,1
bank,syrian,small,1
syrian,small,part,1
unite,nation,partition,1
nation,partition,plan,1
partition,plan,arab,1
plan,arab,state,1
arab,state,create,1
state,create,palestine,1
economics,business,sociology,1
israeli,political,leadership,1
strike,option,iran,1
option,iran,nuclear,1
program,article,assess,1
article,assess,option,1
assess,option,context,1
option,context,israel,1
strike,then,discuss,1
israeli,leader,explanation,1
leader,explanation,how,1
science,advertising,political,1
advertising,political,economy,1
economy,law,business,1
business,economics,politics,1
lebanon,have,policy,1
have,policy,boycott,1
policy,boycott,israel,1
boycott,israel,international,1
article,argue,main,1
argue,main,victim,1
main,victim,lebanon,1
victim,lebanon,boycott,1
lebanon,boycott,lebanese,1
lebanon,country,such,1
such,iran,follow,1
iran,follow,lebanese,1
follow,lebanese,example,1
lebanese,example,country,1
bank,law,human,1
human,settlement,economy,1
settlement,economy,political,1
science,economics,geography,1
economics,geography,history,1
article,base,survey,1
base,survey,labor,1
result,survey,indicate,1
survey,indicate,majority,1
result,also,show,1
israel,represent,first,1
politics,economics,occupation,1
primarily,result,land,1
represent,major,reason,1
major,reason,labor,1
change,occupation,1967,1
oslo,peace,accord,1
peace,accord,palestine,1
accord,palestine,liberation,1
plo,israel,more,1
israel,more,three,1
three,quarter,west,1
quarter,west,bank,1
west,bank,area,1
bank,area,already,1
private,land,measure,1
land,measure,similar,1
measure,similar,take,1
similar,take,1948,1
take,1948,arab,1
state,israel,1987,1
palestinian,land,various,1
land,various,interpretation,1
various,interpretation,palestinian,1
interpretation,palestinian,civil,1
law,1945,law,1
1945,law,management,1
law,management,law,1
state,israel,majority,1
israel,majority,represent,1
majority,represent,prime,1
two,third,labor,1
third,labor,force,1
labor,force,1967,1
major,reason,why,1
reason,why,labor,1
why,labor,west,1
israel,also,attempt,1
primarily,israel,1996,1
israel,1996,about,1
1996,about,percent,1
about,percent,west,1
percent,west,bank,1
shift,trade,arab,1
trade,arab,world,1
arab,world,primarily,1
world,primarily,jordan,1
primarily,jordan,israel,1
west,bank,trade,1
bank,trade,relation,1
thus,pay,more,1
control,economy,outcome,1
economy,outcome,market,1
loss,scale,high,1
production,control,palestinian,1
control,palestinian,labor,1
labor,movement,israel,1
labor,market,raise,1
employ,thus,control,1
thus,control,labor,1
political,power,palestinian,1
power,palestinian,israel,1
israel,thus,subject,1
thus,subject,palestinian,1
subject,palestinian,population,1
palestinian,population,very,1
population,very,significant,1
very,significant,economic,1
significant,economic,pressure,1
economic,pressure,beginning,1
violence,1992,mean,1
also,increase,even,1
increase,even,allow,1
return,work,follow,1
work,follow,extend,1
bank,remain,high,1
number,person,allow,1
person,allow,back,1
allow,back,work,1
back,work,israel,1
result,different,party,1
result,2013,israeli,1
general,election,support,1
election,support,similar,1
support,similar,agenda,1
similar,agenda,one,1
agenda,one,set,1
one,set,previous,1
set,previous,government,1
previous,government,year,1
government,year,follow,1
year,follow,establishment,1
suggest,current,government,1
current,government,continue,1
election,reflect,two,1
reflect,two,important,1
two,important,trend,1
important,trend,first,1
trend,first,ever,1
first,ever,grow,1
government,second,lack,1
second,lack,interest,1
lack,interest,israeli,1
interest,israeli,palestinian,1
palestinian,conflict,generate,1
conflict,generate,negative,1
generate,negative,long,1
negative,long,term,1
politics,peace,process,1
peace,process,1999,1
process,1999,israeli,1
knesset,may,1999,1
may,1999,one,1
1999,one,most,1
ever,result,major,1
party,system,list,1
one,israel,party,1
second,large,party,1
large,party,most,1
israel,government,december,1
government,december,1998,1
december,1998,knesset,1
call,national,election,1
national,election,1999,1
election,1999,more,1
