word1,word2,word3,count
article,analyze,content,1
analyze,content,two,1
content,two,body,1
body,law,more,1
theoretical,interpretation,order,1
interpretation,order,see,1
order,see,how,1
see,how,well,1
how,well,use,1
well,use,provide,1
use,provide,protection,1
provide,protection,reality,1
protection,reality,analysis,1
palestinian,territory,july,1
territory,july,2004,1
right,law,protection,1
law,protection,economic,1
protection,economic,social,1
cultural,right,2012,1
age,right,cambridge,1
convention,august,1949,1
law,commission,2004,1
law,such,humanitarian,1
such,humanitarian,law,1
humanitarian,law,one,1
law,one,rule,1
one,rule,rather,1
rule,rather,determine,1
rather,determine,rule,1
2008,how,term,1
how,term,armed,1
term,armed,conflict,1
armed,conflict,define,1
conflict,define,international,1
define,international,humanitarian,1
april,2013,situation,1
2013,situation,armed,1
armed,conflict,test,1
conflict,test,assess,1
particular,right,such,1
right,such,right,1
give,circumstance,distinct,1
time,peace,reason,1
peace,reason,standard,1
reason,standard,apply,1
september,1999,report,1
1999,report,international,1
unite,nation,secretary,1
secretary,general,january,1
general,january,2005,1
person,subject,criminal,1
subject,criminal,justice,1
basic,right,include,1
right,include,related,1
include,related,health,1
protect,individual,time,1
only,situation,armed,1
armed,conflict,july,1
conflict,july,2004,1
december,2005,court,1
2005,court,thus,1
court,thus,conclude,1
have,take,consideration,1
series,november,2000,1
second,civilian,take,1
civilian,take,direct,1
part,hostility,attack,1
hostility,attack,such,1
attack,such,time,1
such,time,less,1
means,employ,public,1
employ,public,committee,1
torture,israel,israel,1
israel,israel,however,1
israel,however,rely,1
law,determine,kill,1
determine,kill,too,1
government,position,line,1
position,line,number,1
line,number,other,1
number,other,government,1
other,government,deal,1
government,deal,terrorism,1
deal,terrorism,deal,1
government,ever,consider,1
ever,consider,conflict,1
consider,conflict,international,1
conflict,international,law,1
eds.,2005,international,1
2005,international,humanitarian,1
century,conflict,change,1
conflict,change,challenge,1
general,conflict,party,1
conflict,party,fall,1
party,fall,four,1
fall,four,party,1
government,army,police,1
group,such,national,1
such,national,liberation,1
national,liberation,army,1
convention,global,war,1
access,february,2011,1
november,1995,case,1
april,2008,case,1
april,2007,ministry,1
2007,ministry,national,1
rule,engagement,land,1
contain,rule,use,1
rule,use,force,1
security,rule,limit,1
constitutional,court,state,1
status,mainly,due,1
mainly,due,impact,1
due,impact,state,1
state,practice,conflict,1
practice,conflict,last,1
last,decade,case,1
april,2007,see,1
mention,potential,problem,1
potential,problem,new,1
problem,new,framework,1
new,framework,lack,1
environment,new,rule,1
new,rule,apply,1
rule,apply,give,1
apply,give,decision,1
give,decision,set,1
decision,set,rule,1
set,rule,apply,1
rule,apply,make,1
assessment,such,rule,1
apply,respect,post,1
good,way,system,1
revolution,international,society,1
right,criminology,international,1
march,2003,see,1
2003,see,also,1
see,also,richard,1
web,site,june,1
site,june,2003,1
june,2003,find,1
case,humanitarian,intervention,1
resolution,adopt,chapter,1
adopt,latter,argument,1
latter,argument,government,1
argument,government,follow,1
government,follow,similar,1
follow,similar,line,1
similar,line,argument,1
line,argument,use,1
march,1999,see,1
crime,peace,journal,1
peace,journal,conflict,1
treaty,peace,germany,1
peace,germany,american,1
germany,american,journal,1
see,also,international,1
also,international,military,1
jurisdiction,genocide,crime,1
crime,humanity,war,1
humanity,war,crime,1
war,crime,july,1
crime,july,2002,1
july,2002,follow,1
treaty,early,year,1
state,party,able,1
party,able,define,1
force,political,compromise,1
conference,constitutional,moment,1
constitutional,moment,write,1
function,international,constitutional,1
international,constitutional,convention,1
constitutional,convention,see,1
security,council,action,1
council,action,international,1
action,international,criminal,1
definition,state,right,1
state,right,self,1
follow,use,force,1
use,force,september,1
terror,future,international,1
terror,future,global,1
future,global,order,1
new,international,criminal,1
war,crime,victim,1
soldier,independent,may,1
independent,may,2003,1
may,2003,richard,1
debate,international,criminal,1
criminal,court,third,1
court,third,party,1
third,party,jurisdiction,1
genocide,crime,crime,1
crime,crime,journal,1
crime,journal,international,1
work,international,law,1
conference,1994,1998,1
american,democracy,understand,1
democracy,understand,american,1
understand,american,opposition,1
american,opposition,international,1
opposition,international,criminal,1
treaty,public,statement,1
public,statement,explain,1
statement,explain,policy,1
explain,policy,secretary,1
policy,secretary,state,1
promote,rule,law,1
rule,law,help,1
law,help,bring,1
humanitarian,law,justice,1
washington,may,2002,1
may,2002,access,1
court,other,word,1
such,jurisdiction,only,1
national,court,position,1
court,position,find,1
course,international,criminal,1
court,american,view,1
american,view,european,1
view,european,journal,1
head,head,german,1
individual,power,judicial,1
crime,well,establish,1
acknowledge,legal,basis,1
legal,basis,use,1
crime,national,criminal,1
national,criminal,jurisdiction,1
criminal,jurisdiction,when,1
jurisdiction,when,establish,1
when,establish,together,1
establish,together,new,1
justice,system,negotiation,1
jurisdiction,suggest,statement,1
suggest,statement,support,1
policy,put,american,1
put,american,national,1
alliance,leave,international,1
american,pressure,war,1
pressure,war,crime,1
impact,national,law,1
help,bring,leader,1
bring,leader,country,1
leader,country,former,1
country,former,military,1
similar,argument,see,1
ed.,international,criminal,1
criminal,court,make,1
issue,negotiation,result,1
law,international,1999,1
policy,international,criminal,1
criminal,court,note,1
court,note,see,1
democracy,note,see,1
note,see,also,1
2002,united,state,1
united,state,international,1
criminal,justice,human,1
include,only,also,1
only,also,russian,1
egypt,syria,note,1
moment,history,negotiation,1
article,note,only,1
american,citizen,court,1
citizen,court,jurisdiction,1
court,jurisdiction,use,1
jurisdiction,use,article,1
reaction,entry,force,1
2002,article,agreement,1
article,agreement,journal,1
agreement,journal,international,1
protection,national,security,1
national,security,information,1
security,interest,right,1
need,measure,approach,1
effective,control,standard,1
control,standard,link,1
standard,link,notion,1
link,notion,international,1
notion,international,humanitarian,1
humanitarian,law,occupy,1
law,occupy,territory,1
understanding,situation,northern,1
turkey,maintain,full,1
comment,insight,note,1
european,public,law,1
public,law,2006,1
opinion,july,2004,1
july,2004,2004,1
right,treaty,occupy,1
treaty,occupy,territory,1
case,concern,armed,1
concern,armed,activity,1
armed,activity,territory,1
december,2005,general,1
2005,general,list,1
area,effective,control,1
2007,note,difference,1
israeli,wall,case,1
wall,case,where,1
effective,control,civil,1
control,civil,political,1
oppose,territorial,control,1
territorial,control,economic,1
control,economic,social,1
seem,rely,single,1
rely,single,standard,1
single,standard,form,1
standard,form,human,1
human,right,when,1
right,when,state,1
jurisdiction,such,maintain,1
such,maintain,effective,1
maintain,effective,control,1
concept,state,jurisdiction,1
state,jurisdiction,human,1
jurisdiction,human,right,1
law,review,2008,1
control,international,law,1
human,right,2005,1
international,law,2004,1
right,standard,international,1
standard,international,humanitarian,1
right,law,new,1
international,law,eds,1
jurisdiction,right,freedom,1
right,freedom,define,1
freedom,define,section,1
define,section,convention,1
section,convention,germany,1
convention,germany,september,1
evidence,decision,report,1
republic,turkey,july,1
1983,see,also,1
thus,area,turkish,1
area,turkish,jurisdiction,1
1998,discussion,case,1
discussion,case,see,1
case,see,e.g.,1
turkey,right,dilemma,1
human,right,note,1
right,note,republic,1
note,well,2008,1
well,2008,case,1
2008,case,concern,1
other,turkey,january,1
turkey,january,2008,1
case,have,far,1
far,reach,effect,1
reach,effect,regard,1
effect,regard,turkey,1
regard,turkey,such,1
turkey,such,far,1
european,community,matter,1
community,matter,make,1
matter,make,difficult,1
make,difficult,give,1
difficult,give,turkey,1
treaty,basis,action,1
region,question,fact,1
question,fact,maintain,1
also,hold,bear,1
hold,bear,less,1
bear,less,basis,1
turkey,may,2000,1
iraq,follow,military,1
turkey,maintain,form,1
maintain,form,effective,1
form,effective,control,1
control,area,when,1
border,note,well,1
note,well,further,1
turkey,march,2003,1
bring,back,turkey,1
effective,authority,control,1
authority,control,see,1
make,direct,reference,1
direct,reference,humanitarian,1
reference,humanitarian,law,1
humanitarian,law,use,1
law,use,humanitarian,1
use,humanitarian,law,1
humanitarian,law,principle,1
specific,situation,refer,1
situation,refer,name,1
press,2008,strong,1
2008,strong,critique,1
strong,critique,case,1
critique,case,see,1
limit,western,human,1
western,human,right,1
law,journal,2005,1
analysis,case,see,1
law,review,2003,1
compromise,principle,note,1
understanding,traditional,notion,1
traditional,notion,jurisdiction,1
state,apply,rule,1
force,assume,responsibility,1
occupy,power,see,1
power,see,e.g.,1
examine,human,right,1
right,situation,armed,1
community,law,review,1
possibility,individual,european,1
individual,european,space,1
european,space,leave,1
challenge,human,right,1
principle,see,generally,1
law,chapter,two,1
chapter,two,note,1
territorial,personal,connection,1
indicate,state,also,1
court,international,justice,1
international,justice,case,1
justice,case,france,1
case,france,turkey,1
france,turkey,refer,1
case,see,generally,1
law,chapter,three,1
chapter,three,five,1
three,five,note,1
territorial,principle,develop,1
century,see,e.g.,1
jurisdiction,matter,public,1
matter,public,international,1
compromise,principle,refer,1
principle,refer,notion,1
right,law,occupied,1
law,occupied,territory,1
territory,international,humanitarian,1
note,lack,need,1
lack,need,demonstrate,1
state,action,key,1
action,key,effective,1
key,effective,control,1
human,right,protection,1
right,protection,rather,1
protection,rather,make,1
rather,make,determination,1
make,determination,state,1
determination,state,action,1
right,situation,particular,1
call,effective,control,1
effective,control,where,1
control,where,authority,1
where,authority,also,1
authority,also,engage,1
also,engage,form,1
engage,form,public,1
form,public,power,1
rather,broad,standard,1
broad,standard,effective,1
standard,effective,control,1
effective,control,fact,1
conclude,public,power,1
jurisdiction,power,point,1
power,point,well,1
standard,even,far,1
even,far,rely,1
far,rely,power,1
rely,power,authority,1
state,area,more,1
control,territory,effective,1
territory,effective,control,1
effective,control,state,1
control,state,also,1
also,state,power,1
state,power,authority,1
principle,see,also,1
where,even,state,1
control,area,question,1
area,question,state,1
question,state,still,1
state,still,maintain,1
still,maintain,limited,1
maintain,limited,form,1
limited,form,negative,1
form,negative,human,1
negative,human,right,1
human,right,responsibility,1
right,responsibility,population,1
law,occupation,princeton,1
occupation,princeton,princeton,1
press,2004,define,1
2004,define,occupation,1
define,occupation,effective,1
occupation,effective,control,1
effective,control,power,1
control,power,territory,1
power,territory,power,1
territory,power,have,1
territory,see,also,1
occupation,paper,present,1
international,study,association,1
study,association,convention,1
march,2004,military,1
2004,military,occupation,1
military,occupation,involve,1
control,person,territory,1
person,territory,other,1
territory,other,recognize,1
other,recognize,belong,1
recognize,belong,state,1
subject,international,humanitarian,1
turkey,case,well,1
case,well,additional,1
right,committee,concern,1
relation,armed,conflict,1
war,terror,european,1
terror,european,journal,1
note,example,when,1
example,when,consider,1
when,consider,human,1
consider,human,right,1
account,fact,form,1
fact,form,state,1
relationship,generally,exist,1
generally,exist,treaty,1
exist,treaty,law,1
treaty,law,ibid.,1
assessment,available,evidence,1
one,two,field,1
protection,other,field,1
other,field,also,1
maintain,low,level,1
low,level,protection,1
level,protection,human,1
law,see,e.g.,1
analysis,one,conclude,1
law,journal,2001,1
desire,maintain,military,1
maintain,military,basis,1
question,turkish,position,1
turkish,position,international,1
press,2001,note,1
2001,note,well,1
note,well,change,1
well,change,occur,1
change,occur,perception,1
occur,perception,turkish,1
goal,already,british,1
already,british,mandate,1
mandate,period,when,1
period,when,turkish,1
move,goal,protect,1
goal,protect,religious,1
protect,religious,interest,1
religious,interest,muslim,1
interest,muslim,minority,1
muslim,minority,more,1
minority,more,nationalist,1
more,nationalist,goal,1
nationalist,goal,focus,1
goal,focus,political,1
focus,political,right,1
nationalism,see,e.g.,1
east,conflict,partition,1
emergence,trade,union,1
trade,union,specifically,1
union,specifically,turkish,1
especially,turkey,become,1
turkey,become,more,1
political,group,ibid.,1
state,state,building,1
state,building,practice,1
building,practice,north,1
february,march,2007,1
modern,history,note,1
government,become,victim,1
note,creation,new,1
division,power,specifically,1
power,specifically,turkish,1
leader,direct,pressure,1
direct,pressure,turkey,1
form,internal,opposition,1
ibid.,refer,most,1
minister,note,existence,1
note,existence,practice,1
existence,practice,republic,1
community,access,march,1
access,march,2010,1
question,refer,security,1
refer,security,council,1
force,area,rely,1
matter,think,achieve,1
think,achieve,solution,1
achieve,solution,short,1
deal,migrant,worker,1
treaty,means,provide,1
means,provide,protection,1
provide,protection,turkish,1
minority,see,e.g.,1
state,refer,2005,1
refer,2005,change,1
2005,change,make,1
paper,series,program,1
series,program,humanitarian,1
program,humanitarian,policy,1
humanitarian,policy,conflict,1
policy,conflict,research,1
conflict,research,2004,1
research,2004,note,1
2004,note,occupy,1
note,occupy,power,1
occupy,power,maintain,1
occupation,long,term,1
term,occupation,still,1
occupation,still,meet,1
still,meet,ever,1
need,local,population,1
local,population,well,1
convention,see,e.g.,1
see,note,where,1
note,where,court,1
where,court,find,1
court,find,ongoing,1
find,ongoing,violation,1
ongoing,violation,article,1
especially,turkey,conduct,1
treatment,torture,result,1
torture,result,lack,1
see,e.g.,ibid.,1
late,give,long,1
give,long,time,1
long,time,period,1
time,period,discussion,1
period,discussion,ongoing,1
discussion,ongoing,violation,1
three,year,turkey,1
consider,ongoing,violation,1
ongoing,violation,ibid.,1
hold,continue,violation,1
continue,violation,date,1
factor,determine,time,1
determine,time,frame,1
period,time,individual,1
ibid.,separate,opinion,1
separate,opinion,also,1
opinion,also,question,1
also,question,ongoing,1
question,ongoing,violation,1
result,action,turkish,1
right,medical,ethics,1
medical,ethics,case,1
ethics,case,israel,1
case,israel,edite,1
book,association,israeli,1
human,right,1995,1
paper,environment,christian,1
environment,christian,ethics,1
christian,ethics,michael,1
right,sociology,religious,1
law,theology,gender,1
world,take,jewish,1
take,jewish,religious,1
east,context,try,1
own,perspective,unique,1
political,implication,require,1
implication,require,tell,1
require,tell,story,1
history,victim,directly,1
victim,directly,secular,1
responsibility,protect,implication,1
failure,civilian,protection,1
protect,political,science,1
right,work,physics,1
work,physics,state,1
science,state,responsibility,1
state,responsibility,international,1
responsibility,international,community,1
international,community,humanitarian,1
community,humanitarian,aid,1
aid,law,public,1
abstract,civilian,protection,1
civilian,protection,become,1
protection,become,increasingly,1
particularly,relation,responsibility,1
relation,responsibility,protect,1
number,recent,crisis,1
civilian,protection,responsibility,1
protection,responsibility,most,1
responsibility,most,likely,1
most,likely,fall,1
likely,fall,humanitarian,1
fall,humanitarian,actor,1
humanitarian,actor,article,1
actor,article,explore,1
article,explore,concept,1
failure,examine,security,1
examine,security,council,1
council,response,analyze,1
response,analyze,implication,1
analyze,implication,civilian,1
implication,civilian,protection,1
civilian,protection,argue,1
protection,argue,humanitarian,1
argue,humanitarian,actor,1
united,nation,civilian,1
civilian,protection,agenda,1
protection,agenda,goal,1
agenda,goal,conclude,1
goal,conclude,discuss,1
conclude,discuss,how,1
discuss,how,humanitarian,1
how,humanitarian,actor,1
humanitarian,actor,work,1
actor,work,limit,1
council,note,term,1
note,term,mass,1
reference,four,class,1
four,class,crime,1
class,crime,genocide,1
crime,genocide,war,1
genocide,war,crime,1
war,crime,ethnic,1
crime,humanity,office,1
regional,information,network,1
information,network,special,1
network,special,report,1
special,report,civilian,1
civilian,protection,armed,1
protection,armed,conflict,1
convention,1949,common,1
1949,common,article,1
responsibility,protect,report,1
protect,report,secretary,1
responsibility,protect,washington,1
institution,press,2008,1
press,2008,see,1
failure,responsibility,protect,1
protect,international,affair,1
international,affair,2007,1
negotiate,humanitarian,access,1
1999,2004,africa,1
2004,africa,2006,1
right,violation,responsibility,1
international,political,community,1
political,community,include,1
community,include,state,1
such,unite,nation,1
unite,nation,also,1
nation,also,include,1
have,humanitarian,mandate,1
here,term,international,1
term,international,community,1
international,community,john,1
affair,2009,term,1
2009,term,international,1
term,international,humanitarian,1
international,humanitarian,community,1
humanitarian,community,include,1
community,include,mainly,1
include,mainly,actor,1
focus,field,humanitarian,1
field,humanitarian,action,1
humanitarian,actor,include,1
actor,include,body,1
humanitarian,mandate,e.g.,1
right,group,international,1
group,international,national,1
actor,far,mandate,1
far,mandate,protection,1
mandate,protection,role,1
protection,role,e.g.,1
adopt,protection,part,1
protection,civilian,2010,1
civilian,2010,fact,1
2010,fact,figure,1
fact,figure,security,1
figure,security,council,1
great,britain,2010,1
law,journal,2006,1
protection,humanitarian,response,1
humanitarian,response,london,1
protect,civilian,development,1
civilian,development,practice,1
humanitarian,perspective,oslo,1
international,affair,2008,1
affair,2008,see,1
2008,see,example,1
see,example,international,1
example,international,committee,1
1996,sphere,project,1
sphere,project,humanitarian,1
sphere,project,1997,1
project,1997,2004,1
1997,2004,2011,1
2004,2011,people,1
2011,people,aid,1
good,practice,management,1
practice,management,support,1
management,support,aid,1
london,people,aid,1
people,aid,1997,1
aid,1997,2003,1
1997,2003,example,1
2003,example,security,1
may,2009,security,1
2009,security,council,1
protection,background,paper,1
tension,field,office,1
humanitarian,term,relation,1
term,relation,protection,1
relation,protection,civilian,1
unite,nation,2004,1
nation,2004,comprehensive,1
protection,standard,see,1
professional,standard,protection,1
standard,protection,work,1
protection,work,carry,1
work,carry,humanitarian,1
carry,humanitarian,human,1
right,actor,armed,1
armed,conflict,other,1
conflict,other,situation,1
other,situation,violence,1
humanitarian,agency,london,1
development,institute,2005,1
access,june,2010,1
professional,standard,high,1
humanitarian,space,review,1
space,review,key,1
review,key,challenge,1
2010,interaction,protection,1
interaction,protection,work,1
protection,work,group,1
work,group,protection,1
group,protection,practice,1
protection,humanitarian,operation,1
humanitarian,operation,washington,1
operation,washington,interaction,1
washington,interaction,2005,1
debate,civilian,protection,1
protection,humanitarian,access,1
humanitarian,access,see,1
access,see,general,1
secretary,general,1999,1
general,1999,issue,1
civilian,protection,e.g.,1
system,actor,general,1
march,2010,other,1
2010,other,related,1
other,related,document,1
related,document,information,1
document,information,protection,1
information,protection,civilian,1
protection,civilian,see,1
see,example,security,1
december,2010,see,1
group,meet,time,1
meet,time,discuss,1
ongoing,civilian,protection,1
civilian,protection,crisis,1
protection,crisis,see,1
take,necessary,action,1
necessary,action,protect,1
action,protect,civilian,1
emerge,legal,norm,1
legal,norm,american,1
norm,american,journal,1
clear,practice,however,1
practice,however,wide,1
however,wide,range,1
wide,range,actor,1
range,actor,also,1
actor,also,play,1
role,shape,council,1
shape,council,determination,1
failure,case,include,1
case,include,general,1
civil,society,representative,1
responsibility,protect,framework,1
protect,framework,prevention,1
framework,prevention,global,1
prevention,global,responsibility,1
protect,global,responsibility,1
responsibility,protect,2010,1
see,example,human,1
council,report,high,1
right,council,decision,1
secretary,general,new,1
general,new,york,1
unite,nation,2005,1
office,secretary,general,1
general,report,secretary,1
unite,nation,2011,1
nation,2011,human,1
2011,human,right,1
council,report,international,1
violation,international,human,1
august,2005,international,1
2005,international,court,1
right,international,journal,1
human,right,2004,1
international,legal,commission,1
legal,commission,2001,1
unite,nation,2008,1
nation,2008,general,1
protect,global,effort,1
global,effort,end,1
effort,end,mass,1
press,2009,david,1
security,council,collective,1
council,collective,failure,1
collective,failure,protect,1
protect,civilian,situation,1
civilian,situation,armed,1
june,2005,lebanon,1
comment,failure,security,1
council,protect,lebanese,1
protect,lebanese,civilian,1
lebanese,civilian,israeli,1
civilian,israeli,attack,1
israeli,attack,security,1
critique,security,council,1
security,council,failure,1
council,failure,protect,1
protect,civilian,case,1
november,2007,term,1
2007,term,use,1
context,humanitarian,intervention,1
humanitarian,intervention,apply,1
well,case,see,1
international,relation,2010,1
humanitarian,intervention,responsibility,1
intervention,responsibility,protect,1
range,possible,response,1
june,2011,see,1
council,resolution,1970,1
resolution,1970,february,1
1970,february,2011,1
february,2011,1973,1
2011,1973,march,1
1973,march,2011,1
ethics,humanitarian,intervention,1
intervention,world,politics,1
world,politics,public,1
politics,public,private,1
june,1994,how,1
1994,how,many,1
how,many,act,1
many,act,genocide,1
act,genocide,take,1
genocide,take,make,1
take,make,genocide,1
humanitarian,military,intervention,1
military,intervention,condition,1
intervention,condition,success,1
condition,success,failure,1
success,failure,oxford,1
failure,oxford,oxford,1
march,2009,internal,1
2009,internal,document,1
security,council,security,1
council,security,council,1
security,council,press,1
council,press,statement,1
also,fail,protect,1
fail,protect,civilian,1
protect,civilian,mass,1
include,kill,civilian,1
child,soldier,use,1
soldier,use,civilian,1
use,civilian,human,1
psychological,review,1956,1
june,2007,security,1
2007,security,council,1
complex,environment,case,1
put,effect,responsibility,1
effect,responsibility,protect,1
protect,international,journal,1
human,right,2010,1
african,union,unite,1
unite,nation,civilian,1
civilian,protection,challenge,1
paper,series,oxford,1
series,oxford,refugee,1
oxford,refugee,study,1
refugee,study,centre,1
study,centre,2010,1
responsibility,sovereignty,international,1
sovereignty,international,journal,1
human,right,2011,1
global,law,review,1
international,publication,2009,1
continue,humanitarian,concern,1
solution,recent,long,1
recent,long,term,1
access,january,2010,1
letter,foreign,minister,1
september,2009,human,1
2009,human,right,1
world,leader,demand,1
leader,demand,end,1
camp,september,2009,1
september,2009,international,1
2009,international,crisis,1
crisis,group,2010,1
where,now,agency,1
development,institute,2009,1
victim,aid,group,1
humanitarian,philosophy,international,1
philosophy,international,journal,1
human,right,2002,1
challenge,organization,journal,1
organization,journal,intervention,1
sense,make,organization,1
support,responsibility,protect,1
responsibility,protect,criminal,1
protect,criminal,justice,1
criminal,justice,ethics,1
justice,ethics,2010,1
analysis,base,review,1
base,review,literature,1
review,literature,agency,1
literature,agency,practice,1
agency,practice,london,1
human,right,1998,1
law,sociology,environmental,1
ethics,criminology,ancient,1
article,emerge,personal,1
israel,palestine,shift,1
palestine,shift,focus,1
discourse,israel,palestine,1
israel,palestine,two,1
palestine,two,different,1
two,different,people,1
different,people,two,1
people,two,different,1
two,different,place,1
different,place,account,1
share,experience,place,1
experience,place,argue,1
place,argue,oslo,1
argue,oslo,peace,1
nature,israeli,palestinian,1
palestinian,society,recognize,1
society,recognize,humanitarian,1
recognize,humanitarian,consequence,1
nature,conflict,argue,1
conflict,argue,term,1
argue,term,force,1
israel,palestine,human,1
political,science,root,1
science,root,linguistics,1
linguistics,law,public,1
israeli,palestinian,organization,1
palestinian,organization,work,1
organization,work,promote,1
work,promote,human,1
palestinian,territory,research,1
territory,research,show,1
research,show,organization,1
show,organization,effective,1
organization,effective,only,1
effective,only,individual,1
only,individual,level,1
individual,level,also,1
level,also,effect,1
also,effect,policy,1
effect,policy,change,1
respect,palestinian,human,1
right,analysis,case,1
right,community,far,1
influence,broad,trend,1
broad,trend,israel,1
military,occupation,research,1
occupation,research,conclude,1
research,conclude,question,1
conclude,question,human,1
question,human,right,1
right,community,develop,1
community,develop,strategy,1
develop,strategy,aim,1
strategy,aim,address,1
aim,address,root,1
address,root,cause,1
root,cause,human,1
human,right,people,1
woman,politics,religion,1
law,law,religion,1
law,religion,sociology,1
israel,agreement,israel,1
turn,family,law,1
country,decision,write,1
right,law,ideology,1
law,ideology,state,1
science,elite,population,1
elite,population,politics,1
population,politics,sociology,1
press,2013,isbn,1
page,human,right,1
approach,compare,personal,1
compare,personal,status,1
legal,system,nation,1
system,nation,state,1
nation,state,different,1
state,different,history,1
different,history,political,1
ideological,orientation,goal,1
orientation,goal,comparison,1
goal,comparison,assess,1
comparison,assess,human,1
assess,human,right,1
right,consequence,legal,1
consequence,legal,system,1
legal,system,document,1
system,provide,effective,1
most,personal,status,1
empire,use,system,1
subject,population,term,1
population,term,race,1
term,race,ethnicity,1
race,ethnicity,religion,1
ethnicity,religion,however,1
argue,understand,adopt,1
understand,adopt,system,1
elite,play,important,1
important,role,direct,1
ideological,orientation,addition,1
legal,system,also,1
system,also,shape,1
also,shape,balance,1
shape,balance,power,1
power,state,end,1
state,end,page,1
religious,group,determine,1
group,determine,resource,1
determine,resource,group,1
oppose,state,attempt,1
state,attempt,change,1
religious,opposition,conduct,1
opposition,conduct,research,1
conduct,research,book,1
material,analysis,well,1
illustrate,claim,conduct,1
claim,conduct,field,1
conduct,field,research,1
research,israel,egypt,1
country,interview,religious,1
interview,religious,leader,1
religious,leader,civil,1
leader,civil,religious,1
civil,religious,judge,1
member,woman,human,1
right,activist,order,1
activist,order,facilitate,1
order,facilitate,comparative,1
facilitate,comparative,analysis,1
comparative,analysis,case,1
legal,system,base,1
define,relationship,state,1
relationship,state,personal,1
legal,system,term,1
system,term,ideological,1
term,ideological,orientation,1
elite,well,balance,1
well,balance,power,1
power,state,religious,1
state,religious,group,1
system,religious,community,1
religious,community,recognize,1
community,recognize,state,1
recognize,state,have,1
state,have,own,1
have,own,court,1
pay,religious,judge,1
law,community,accord,1
model,second,state,1
second,state,personal,1
personal,status,reform,1
religious,law,community,1
law,community,recognize,1
civil,judge,apply,1
judge,apply,secular,1
apply,secular,state,1
secular,state,court,1
state,court,egypt,1
court,egypt,claim,1
system,consequence,secular,1
consequence,secular,orientation,1
secular,orientation,state,1
orientation,state,seek,1
state,seek,establish,1
status,system,jurisdiction,1
system,jurisdiction,citizen,1
jurisdiction,citizen,however,1
citizen,however,due,1
however,due,opposition,1
due,opposition,religious,1
opposition,religious,group,1
religious,group,model,1
group,model,only,1
model,only,able,1
only,able,achieve,1
personal,status,court,1
status,law,religious,1
law,religious,community,1
own,law,accord,1
type,occur,real,1
occur,real,world,1
real,world,facilitate,1
world,facilitate,comparison,1
facilitate,comparison,highlight,1
comparison,highlight,particular,1
highlight,particular,feature,1
give,state,personal,1
legal,system,highlight,1
citizen,three,different,1
different,country,negotiate,1
israeli,information,centre,1
information,centre,human,1
occupied,territory,december,1
territory,december,2004,1
antisemitism,collective,responsibility,1
collective,responsibility,nazi,1
camp,criminology,political,1
judaism,politics,history,1
politics,history,immigration,1
page,how,bring,1
how,bring,justice,1
claim,victim,same,1
victim,same,crime,1
dilemma,international,humanitarian,1
such,individual,most,1
individual,most,reader,1
well,write,text,1
write,text,likely,1
justice,system,country,1
system,country,just,1
legal,issue,present,1
examine,struggle,israeli,1
reach,conclusion,responsibility,1
conclusion,responsibility,individual,1
responsibility,individual,agency,1
individual,agency,limit,1
agency,limit,circumstance,1
limit,circumstance,still,1
circumstance,still,real,1
still,real,account,1
real,account,begin,1
account,begin,effort,1
person,camp,germany,1
base,particular,legal,1
action,move,mandate,1
move,mandate,palestine,1
mandate,palestine,where,1
establish,jewish,community,1
jewish,community,mandate,1
character,holocaust,survivor,1
holocaust,survivor,many,1
survivor,many,believe,1
here,author,introduce,1
author,introduce,case,1
explore,detail,book,1
december,1949,help,1
crime,humanity,crime,1
humanity,crime,jew,1
crime,jew,language,1
jewish,council,jewish,1
council,jewish,police,1
defense,only,act,1
only,act,response,1
independence,court,commitment,1
court,commitment,due,1
commitment,due,process,1
israeli,public,attention,1
important,trial,period,1
trial,period,begin,1
period,begin,criminal,1
one,former,leader,1
committee,knesset,member,1
gurion,zionist,establishment,1
zionist,establishment,trial,1
establishment,trial,court,1
course,comparative,politics,1
comparative,politics,international,1
politics,international,politics,1
international,politics,author,1
politics,author,2013,1
author,2013,university,1
2013,university,press,1
introduction,major,part,1
major,part,human,1
part,human,right,1
right,work,production,1
work,production,write,1
production,write,report,1
write,report,report,1
see,means,end,1
means,end,information,1
part,wide,strategy,1
wide,strategy,prevent,1
strategy,prevent,violation,1
standard,report,also,1
report,also,become,1
also,become,end,1
become,end,belief,1
end,belief,even,1
belief,even,result,1
bear,witness,many,1
witness,many,type,1
many,type,human,1
right,report,major,1
report,major,international,1
organization,such,human,1
such,human,right,1
science,research,project,1
research,project,give,1
project,give,comprehensive,1
give,comprehensive,account,1
comprehensive,account,particular,1
account,particular,country,1
particular,country,current,1
country,current,human,1
right,record,then,1
give,information,only,1
information,only,single,1
only,single,case,1
single,case,problem,1
case,problem,other,1
right,violation,press,1
regional,national,organization,1
national,organization,result,1
organization,result,fact,1
result,fact,finding,1
publication,academic,human,1
human,right,center,1
right,center,official,1
center,official,document,1
volume,information,last,1
international,especially,base,1
especially,base,organization,1
base,organization,country,1
organization,country,more,1
country,more,highly,1
more,highly,end,1
highly,end,page,1
violation,open,access,1
open,access,media,1
access,media,human,1
attention,particular,country,1
particular,country,receive,1
country,receive,reason,1
receive,reason,government,1
reason,government,response,1
government,response,international,1
response,international,criticism,1
right,organization,report,1
