author_id,author_name,journal_id,journal_name,specific_works,total_works
A5083550195,Steven Heydemann,S176007004,American Political Science Review (APSR),0,1
A5083550195,Steven Heydemann,S184885884,Middle East Journal,0,3
A5083550195,Steven Heydemann,S87435064,International Journal of Middle East Studies (IJMES),2,6
A5083550195,Steven Heydemann,S95650557,Journal of Politics (JOP),0,1
A5083666316,Akiva Orr,S83938913,New Left Review,1,1
A5083666316,Akiva Orr,S88529193,Journal of Palestine Studies,2,6
A5083695949,Abdul‐Karim Rafeq,S184885884,Middle East Journal,0,1
A5083695949,Abdul‐Karim Rafeq,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5083695949,Abdul‐Karim Rafeq,S87435064,International Journal of Middle East Studies (IJMES),0,4
A5083706132,Erez Tzfadia,S87435064,International Journal of Middle East Studies (IJMES),2,2
A5083715238,Nelida Fuccaro,S184885884,Middle East Journal,0,1
A5083715238,Nelida Fuccaro,S199726014,British Journal of Middle Eastern Studies (BRISMES),3,6
A5083715238,Nelida Fuccaro,S87435064,International Journal of Middle East Studies (IJMES),0,3
A5083743933,Anna Durbin,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5083837905,Gadi. Algazi,S184094801,History and Memory,1,1
A5083907256,A. Timm,S452692,Holocaust and Genocide Studies (HGS),1,1
A5083913334,Michael J. A. Wohl,S168863142,Journal of Social Issues (JSI),0,1
A5083913334,Michael J. A. Wohl,S187348256,Personality and Social Psychology Bulletin (PSPB),1,7
A5083913334,Michael J. A. Wohl,S29984966,Journal of Personality and Social Psychology (JPSP),0,6
A5083913334,Michael J. A. Wohl,S81071032,Group Processes & Intergroup Relations (GPIR),1,6
A5083914423,Naomi Appel,S5866276,Journal of Loss and Trauma,1,1
A5083928179,Istvan Pogany,S156235965,International & Comparative Law Quarterly (ICLQ),1,11
A5083928179,Istvan Pogany,S84944781,Human Rights Law Review (HRLR),0,3
A5084000456,Norton Mezvinsky,S184885884,Middle East Journal,1,1
A5084000456,Norton Mezvinsky,S88529193,Journal of Palestine Studies,0,2
A5084003387,Johannes Becke,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5084063999,Shoshana Madmoni-Gerber,S25593863,Cultural Studies,2,2
A5084063999,Shoshana Madmoni-Gerber,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5084080936,Danny Rosenberg,S165709033,Current Anthropology,2,4
A5084080936,Danny Rosenberg,S173252385,The British Journal of Sociology (BJS),0,1
A5084098810,Toby Miller,S173252385,The British Journal of Sociology (BJS),0,1
A5084098810,Toby Miller,S25593863,Cultural Studies,0,5
A5084098810,Toby Miller,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,80
A5084115034,Nonna Mayer,S141739696,Patterns of Prejudice,0,4
A5084115034,Nonna Mayer,S159327246,European Sociological Review (ESR),0,1
A5084115034,Nonna Mayer,S44753038,European Journal of Cultural Studies,1,1
A5084148030,Yonina Talmon,S122471516,American Journal of Sociology (AJS),1,1
A5084148030,Yonina Talmon,S157620343,American Sociological Review (ASR),1,1
A5084162659,Pierre M. Atlas,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5084172429,Hala Khoury-Bisharat,S175405714,European Journal of International Law (EJIL),1,1
A5084216595,Galit Edery‐Halpern,S47258695,Memory,1,1
A5084222212,Nour Kteily,S187348256,Personality and Social Psychology Bulletin (PSPB),1,8
A5084222212,Nour Kteily,S29984966,Journal of Personality and Social Psychology (JPSP),1,11
A5084222212,Nour Kteily,S81071032,Group Processes & Intergroup Relations (GPIR),0,7
A5084327318,Uğur Ümit Üngör,S141456655,Genocide Studies and Prevention: An International Journal (GSP),0,7
A5084327318,Uğur Ümit Üngör,S141739696,Patterns of Prejudice,0,1
A5084327318,Uğur Ümit Üngör,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,1
A5084327318,Uğur Ümit Üngör,S4210222078,Holocaust Studies: A Journal of Culture and History,0,1
A5084327318,Uğur Ümit Üngör,S452692,Holocaust and Genocide Studies (HGS),0,3
A5084327318,Uğur Ümit Üngör,S59071098,Journal of Genocide Research (JGR),1,4
A5084327318,Uğur Ümit Üngör,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5084357410,William E. Doolittle,S102499938,American Anthropologist,1,1
A5084357410,William E. Doolittle,S30381306,Journal of Anthropological Research,0,2
A5084362054,Jörg Haustein,S43131466,Ethnos: Journal of Anthropology,1,1
A5084362054,Jörg Haustein,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,1
A5084383553,Ali Rahigh-Aghsan,S184885884,Middle East Journal,1,1
A5084415129,Neil Asher Silberman,S102499938,American Anthropologist,0,1
A5084415129,Neil Asher Silberman,S165709033,Current Anthropology,0,1
A5084415129,Neil Asher Silberman,S184885884,Middle East Journal,1,1
A5084467559,Hugh Goddard,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5084467559,Hugh Goddard,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5084493640,Alon K. Raab,S184885884,Middle East Journal,1,1
A5084537100,Joe R. Feegin,S96629499,Ethnic and Racial Studies,1,1
A5084553960,Ido Liberman,S96629499,Ethnic and Racial Studies,1,1
A5084573552,Khayyam Z. Paltiel,S176007004,American Political Science Review (APSR),2,2
A5084587951,Ron Levi,S105812952,Du Bois Review: Social Science Research on Race,1,1
A5084587951,Ron Levi,S129275725,Law and Social Inquiry,0,5
A5084587951,Ron Levi,S44706263,Law and Society Review,0,3
A5084587951,Ron Levi,S96629499,Ethnic and Racial Studies,1,1
A5084595936,Aaron Yoran,S161743634,Stanford Law Review,1,1
A5084601970,Andrew Bennett,S176007004,American Political Science Review (APSR),0,6
A5084601970,Andrew Bennett,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5084601970,Andrew Bennett,S95650557,Journal of Politics (JOP),0,2
A5084622206,Julian Pitt-Rivers,S102499938,American Anthropologist,0,3
A5084622206,Julian Pitt-Rivers,S165709033,Current Anthropology,1,2
A5084622206,Julian Pitt-Rivers,S173252385,The British Journal of Sociology (BJS),0,1
A5084648079,Walid al-Moualem,S88529193,Journal of Palestine Studies,2,2
A5084677615,Atif M. Ghani,S96629499,Ethnic and Racial Studies,1,1
A5084695718,Dan A. Bavly,S64143016,Constellations,1,1
A5084757117,Griselda Pollock,S77333486,"Theory, culture, and society",1,2
A5084757117,Griselda Pollock,S97919111,Thesis Eleven: Critical Theory and Historical Sociology,0,4
A5084841444,Julie Trottier,S88529193,Journal of Palestine Studies,2,2
A5084849687,Maggie Nye Smith,S88529193,Journal of Palestine Studies,1,1
A5084919918,Klaus Kreiser,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5084948988,Hugh S. Galford,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5084953463,Natalie D. Munro,S165709033,Current Anthropology,3,6
A5084953463,Natalie D. Munro,S30381306,Journal of Anthropological Research,0,1
A5084956907,Michal Rotem,S88529193,Journal of Palestine Studies,1,1
A5084986608,Ronen Mandelkern,S143110675,World Politics,1,1
A5085068401,Ralph G. Carter,S176007004,American Political Science Review (APSR),1,3
A5085085209,Walid Habbas,S94209876,Middle East Critique,1,1
A5085092398,Antony T. Sullivan,S184885884,Middle East Journal,1,3
A5085092398,Antony T. Sullivan,S87435064,International Journal of Middle East Studies (IJMES),0,4
A5085093793,Devin G. Atallah,S168863142,Journal of Social Issues (JSI),0,1
A5085093793,Devin G. Atallah,S88529193,Journal of Palestine Studies,1,3
A5085144495,Mira Sucharov,S87435064,International Journal of Middle East Studies (IJMES),2,2
A5085182145,Ishak Saporta,S122471516,American Journal of Sociology (AJS),0,2
A5085182145,Ishak Saporta,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5085200010,Baruch A. Margalit,S29984966,Journal of Personality and Social Psychology (JPSP),2,2
A5085219081,Ami Pedahzur,S141739696,Patterns of Prejudice,1,1
A5085219081,Ami Pedahzur,S184885884,Middle East Journal,1,1
A5085292985,Mark Marshall,S88529193,Journal of Palestine Studies,1,3
A5085293202,Gregory Orfalea,S88529193,Journal of Palestine Studies,1,3
A5085317931,Samih Farsoun,S88529193,Journal of Palestine Studies,1,7
A5085334783,Noura Kamal,S44753038,European Journal of Cultural Studies,1,1
A5085337374,Susan Braden,S141456655,Genocide Studies and Prevention: An International Journal (GSP),1,7
A5085365050,Nigel Rapport,S102499938,American Anthropologist,0,2
A5085365050,Nigel Rapport,S165709033,Current Anthropology,0,5
A5085365050,Nigel Rapport,S43131466,Ethnos: Journal of Anthropology,0,2
A5085365050,Nigel Rapport,S57090429,Philosophy and Social Criticism,0,1
A5085365050,Nigel Rapport,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",0,1
A5085365050,Nigel Rapport,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,30
A5085425299,Richard Fardon,S102499938,American Anthropologist,0,1
A5085425299,Richard Fardon,S165709033,Current Anthropology,0,1
A5085425299,Richard Fardon,S173252385,The British Journal of Sociology (BJS),0,1
A5085425299,Richard Fardon,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,5
A5085425299,Richard Fardon,S96629499,Ethnic and Racial Studies,1,1
A5085437715,Carmit T Tadmor,S29984966,Journal of Personality and Social Psychology (JPSP),2,3
A5085529226,Haggai Erlich,S87435064,International Journal of Middle East Studies (IJMES),1,3
A5085583287,Galya Golan,S88529193,Journal of Palestine Studies,2,2
A5085631508,Wolfgang Alschner,S175405714,European Journal of International Law (EJIL),0,1
A5085631508,Wolfgang Alschner,S197191252,Journal of International Economic Law (JIEL),1,3
A5085637426,Alexander Koensler,S102499938,American Anthropologist,0,1
A5085637426,Alexander Koensler,S96629499,Ethnic and Racial Studies,1,1
A5085653716,Andrew Gitlin,S96629499,Ethnic and Racial Studies,1,1
A5085654882,Joseph V. Montville,S184885884,Middle East Journal,3,5
A5085690525,Susan Sterett,S129275725,Law and Social Inquiry,0,10
A5085690525,Susan Sterett,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5085690525,Susan Sterett,S176007004,American Political Science Review (APSR),0,1
A5085690525,Susan Sterett,S34110867,Oxford Journal of Legal Studies,0,1
A5085690525,Susan Sterett,S44706263,Law and Society Review,0,10
A5085701018,Thomas Zeitzoff,S176007004,American Political Science Review (APSR),1,1
A5085701018,Thomas Zeitzoff,S90314269,American Journal of Political Science (AJPS),0,1
A5085701018,Thomas Zeitzoff,S95650557,Journal of Politics (JOP),1,1
A5085701018,Thomas Zeitzoff,S95691132,British Journal of Political Science (BJPolS),0,1
A5085708382,Larissa Remennick,S149872823,Journal of Ethnic and Migration Studies (JEMS),4,6
A5085708382,Larissa Remennick,S189112142,Ethnicities,2,2
A5085708382,Larissa Remennick,S44753038,European Journal of Cultural Studies,1,1
A5085708382,Larissa Remennick,S96629499,Ethnic and Racial Studies,1,2
A5085736273,Jesse Kauffman,S452692,Holocaust and Genocide Studies (HGS),1,2
A5085789812,Steven Glazer,S184885884,Middle East Journal,2,2
A5085789812,Steven Glazer,S88529193,Journal of Palestine Studies,4,9
A5085798277,John F Rauthmann,S187348256,Personality and Social Psychology Bulletin (PSPB),0,2
A5085798277,John F Rauthmann,S29984966,Journal of Personality and Social Psychology (JPSP),1,11
A5085961289,Zeev Rosenhek,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5085961289,Zeev Rosenhek,S173252385,The British Journal of Sociology (BJS),1,1
A5085961289,Zeev Rosenhek,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5085961289,Zeev Rosenhek,S96629499,Ethnic and Racial Studies,1,1
A5085971251,Orit Bashkin,S184885884,Middle East Journal,1,2
A5085971251,Orit Bashkin,S87435064,International Journal of Middle East Studies (IJMES),2,11
A5085971251,Orit Bashkin,S88529193,Journal of Palestine Studies,0,1
A5085980081,Shifra Kurz,S168863142,Journal of Social Issues (JSI),1,1
A5085999885,Min Zhou,S96629499,Ethnic and Racial Studies,1,1
A5086028058,Carmel Blank,S159327246,European Sociological Review (ESR),1,1
A5086036462,Saeb Salam,S88529193,Journal of Palestine Studies,2,2
A5086132463,Salman Abu Sitta,S88529193,Journal of Palestine Studies,1,3
A5086136512,Philip Robins,S184885884,Middle East Journal,0,3
A5086136512,Philip Robins,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5086276305,Inbal Leibovich,S5866276,Journal of Loss and Trauma,1,1
A5086276315,Yohai Hakak,S96629499,Ethnic and Racial Studies,1,1
A5086295219,Ephraim Kleiman,S184885884,Middle East Journal,1,2
A5086305845,Jennifer Sheehy-Skeffington,S168863142,Journal of Social Issues (JSI),0,2
A5086305845,Jennifer Sheehy-Skeffington,S187348256,Personality and Social Psychology Bulletin (PSPB),1,4
A5086305845,Jennifer Sheehy-Skeffington,S29984966,Journal of Personality and Social Psychology (JPSP),0,3
A5086384422,Miriam Schiff,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5086384422,Miriam Schiff,S5866276,Journal of Loss and Trauma,1,1
A5086400004,Avi Gottlieb,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5086400004,Avi Gottlieb,S29984966,Journal of Personality and Social Psychology (JPSP),2,4
A5086401015,Yousef Munayyer,S88529193,Journal of Palestine Studies,2,5
A5086412109,Robin Oakley,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,5
A5086412109,Robin Oakley,S173252385,The British Journal of Sociology (BJS),0,4
A5086412109,Robin Oakley,S96629499,Ethnic and Racial Studies,1,3
A5086499751,Gary Bornstein,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5086499751,Gary Bornstein,S29984966,Journal of Personality and Social Psychology (JPSP),0,4
A5086499751,Gary Bornstein,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5086511308,F. De Jong,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5086539525,Liran Harsgor,S90314269,American Journal of Political Science (AJPS),0,2
A5086539525,Liran Harsgor,S95650557,Journal of Politics (JOP),0,1
A5086539525,Liran Harsgor,S95691132,British Journal of Political Science (BJPolS),2,2
A5086568182,Dina Roginsky,S141739696,Patterns of Prejudice,1,1
A5086624025,Laurie Lijnders,S96629499,Ethnic and Racial Studies,1,2
A5086642765,Uzi Ben‐Shalom,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,1
A5086669569,Shawky S. Zeidan,S176007004,American Political Science Review (APSR),1,5
A5086705966,Sebastian Bischoff,S144836642,Memory Studies,1,1
A5086791245,Nadine Blumer,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5086818737,Mahmood Monshipouri,S158082692,Netherlands Quarterly of Human Rights (NQHR),0,1
A5086818737,Mahmood Monshipouri,S184885884,Middle East Journal,0,2
A5086818737,Mahmood Monshipouri,S38600022,Human Rights Quarterly,1,20
A5086818737,Mahmood Monshipouri,S65076878,Journal of Human Rights (JHR),0,3
A5086818737,Mahmood Monshipouri,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5086862339,René Aggiouri,S88529193,Journal of Palestine Studies,2,2
A5086871471,Robert Looney,S184885884,Middle East Journal,1,7
A5086871471,Robert Looney,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5086968195,John Ruedy,S184885884,Middle East Journal,0,3
A5086968195,John Ruedy,S87435064,International Journal of Middle East Studies (IJMES),1,5
A5086968195,John Ruedy,S88529193,Journal of Palestine Studies,4,6
A5086972875,Robbie Sabel,S160097506,American Journal of International Law (AJIL),2,2
A5086972875,Robbie Sabel,S175405714,European Journal of International Law (EJIL),1,1
A5086976877,Brandon Hamber,S141456655,Genocide Studies and Prevention: An International Journal (GSP),0,1
A5086976877,Brandon Hamber,S65076878,Journal of Human Rights (JHR),1,2
A5087011942,Ella Miron-Spektor,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5087030231,Bruce Kapferer,S102499938,American Anthropologist,1,3
A5087030231,Bruce Kapferer,S165709033,Current Anthropology,0,2
A5087030231,Bruce Kapferer,S43131466,Ethnos: Journal of Anthropology,0,3
A5087030231,Bruce Kapferer,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,2
A5087141115,Lily Chernyak-Hai,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5087141115,Lily Chernyak-Hai,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5087188714,Malvina Halberstam,S160097506,American Journal of International Law (AJIL),2,12
A5087234459,C.R. Pennell,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5087243017,Amal Eqeiq,S88529193,Journal of Palestine Studies,2,2
A5087266318,Shannan L. Mattiace,S96629499,Ethnic and Racial Studies,1,1
A5087314060,Yael Keshet,S69220080,Cultural Sociology,0,1
A5087314060,Yael Keshet,S96629499,Ethnic and Racial Studies,1,1
A5087367461,Stephen Halbrook,S88529193,Journal of Palestine Studies,1,2
A5087386788,Elad Ben-Dror,S184885884,Middle East Journal,1,1
A5087386788,Elad Ben-Dror,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5087455356,Vered Gewirtz,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5087466588,Abram Chayes,S117766065,Harvard Law Review,0,11
A5087466588,Abram Chayes,S160097506,American Journal of International Law (AJIL),1,1
A5087466588,Abram Chayes,S161743634,Stanford Law Review,0,3
A5087466588,Abram Chayes,S161895660,Yale Law Journal,0,1
A5087466588,Abram Chayes,S175405714,European Journal of International Law (EJIL),0,1
A5087473105,Yusif A. Sayigh,S143110675,World Politics,0,1
A5087473105,Yusif A. Sayigh,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5087473105,Yusif A. Sayigh,S88529193,Journal of Palestine Studies,2,4
A5087505229,Ayala Habib,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5087534933,Nafez Abdullah Nazzal,S88529193,Journal of Palestine Studies,1,2
A5087575748,William D. Araiza,S161895660,Yale Law Journal,1,1
A5087601596,Aisha Phoenix,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5087601596,Aisha Phoenix,S96629499,Ethnic and Racial Studies,1,4
A5087604840,Akiba J. Covitz,S184885884,Middle East Journal,1,1
A5087611244,Ze'ev Schiff,S184885884,Middle East Journal,1,1
A5087611244,Ze'ev Schiff,S88529193,Journal of Palestine Studies,2,7
A5087631278,Robert Paine,S102499938,American Anthropologist,1,4
A5087631278,Robert Paine,S165709033,Current Anthropology,0,2
A5087631278,Robert Paine,S43131466,Ethnos: Journal of Anthropology,3,8
A5087631278,Robert Paine,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,2
A5087631278,Robert Paine,S96629499,Ethnic and Racial Studies,2,2
A5087665667,Rosalyn Higgins,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5087665667,Rosalyn Higgins,S154337186,Leiden Journal of International Law (LJIL),0,3
A5087665667,Rosalyn Higgins,S156235965,International & Comparative Law Quarterly (ICLQ),0,18
A5087665667,Rosalyn Higgins,S160097506,American Journal of International Law (AJIL),1,20
A5087665667,Rosalyn Higgins,S161895660,Yale Law Journal,0,1
A5087665667,Rosalyn Higgins,S175405714,European Journal of International Law (EJIL),0,2
A5087665667,Rosalyn Higgins,S176007004,American Political Science Review (APSR),0,1
A5087672349,Nurit Shnabel,S168863142,Journal of Social Issues (JSI),1,2
A5087672349,Nurit Shnabel,S187348256,Personality and Social Psychology Bulletin (PSPB),3,7
A5087672349,Nurit Shnabel,S29984966,Journal of Personality and Social Psychology (JPSP),1,6
A5087672349,Nurit Shnabel,S81071032,Group Processes & Intergroup Relations (GPIR),4,5
A5087683416,Tilde Rosmer,S184885884,Middle East Journal,1,1
A5087683416,Tilde Rosmer,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5087683416,Tilde Rosmer,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5087683416,Tilde Rosmer,S88529193,Journal of Palestine Studies,1,2
A5087727703,Ilan Harpaz-Rotem,S47258695,Memory,1,1
A5087747324,Eli Somer,S5866276,Journal of Loss and Trauma,1,2
A5087783624,Richard Sosis,S102499938,American Anthropologist,1,2
A5087783624,Richard Sosis,S165709033,Current Anthropology,2,3
A5087805140,Stuart C. Billingham,S96629499,Ethnic and Racial Studies,1,1
A5087824889,Nicole Hayes,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5087827951,A. H. Doerr,S184885884,Middle East Journal,1,1
A5087830666,Martin Durham,S141739696,Patterns of Prejudice,1,5
A5087843505,Sophia Hoffmann,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5087843505,Sophia Hoffmann,S94209876,Middle East Critique,1,1
A5087854748,Mattityahu Peled,S88529193,Journal of Palestine Studies,2,2
A5087859855,Thomas C. O'Brien,S168863142,Journal of Social Issues (JSI),0,1
A5087859855,Thomas C. O'Brien,S29984966,Journal of Personality and Social Psychology (JPSP),1,2
A5087859855,Thomas C. O'Brien,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5087875285,Terry E. Boswell,S122471516,American Journal of Sociology (AJS),0,4
A5087875285,Terry E. Boswell,S157620343,American Sociological Review (ASR),1,6
A5087880553,Einat Lavee,S96629499,Ethnic and Racial Studies,1,1
A5087926931,Donald E. Wagner,S88529193,Journal of Palestine Studies,1,2
A5087940846,As ad.,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5087956356,Nyla R. Branscombe,S168863142,Journal of Social Issues (JSI),0,4
A5087956356,Nyla R. Branscombe,S187348256,Personality and Social Psychology Bulletin (PSPB),1,15
A5087956356,Nyla R. Branscombe,S29984966,Journal of Personality and Social Psychology (JPSP),0,19
A5087956356,Nyla R. Branscombe,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",0,1
A5087956356,Nyla R. Branscombe,S81071032,Group Processes & Intergroup Relations (GPIR),0,11
A5088021547,David Silberklang,S452692,Holocaust and Genocide Studies (HGS),1,3
A5088064490,Bayan Majadly,S96629499,Ethnic and Racial Studies,1,1
A5088083374,Eitan Barak,S139935717,International Journal of Human Rights (IJHR),1,1
A5088083374,Eitan Barak,S184885884,Middle East Journal,2,2
A5088109541,Raymond Tanter,S143110675,World Politics,0,9
A5088109541,Raymond Tanter,S176007004,American Political Science Review (APSR),2,5
A5088112449,Jamie Hakim,S25593863,Cultural Studies,0,1
A5088112449,Jamie Hakim,S44753038,European Journal of Cultural Studies,1,1
A5088112449,Jamie Hakim,S96629499,Ethnic and Racial Studies,0,1
A5088117871,Mooli Lahad,S5866276,Journal of Loss and Trauma,1,1
A5088120421,Matthew H. Ellis,S184885884,Middle East Journal,0,1
A5088120421,Matthew H. Ellis,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5088163615,Adi Kuntsman,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5088163615,Adi Kuntsman,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5088175151,A. Ben-Porat,S173252385,The British Journal of Sociology (BJS),1,1
A5088220646,Daniel Breslau,S122471516,American Journal of Sociology (AJS),0,3
A5088220646,Daniel Breslau,S60621485,Sociological Theory,0,2
A5088220646,Daniel Breslau,S96629499,Ethnic and Racial Studies,1,2
A5088245317,Netta Barak‐Corren,S168863142,Journal of Social Issues (JSI),1,1
A5088271968,N. Weinberg,S159327246,European Sociological Review (ESR),1,1
A5088318084,Tanya Lee Roberts-Davis,S88529193,Journal of Palestine Studies,1,1
A5088326919,Patrick Leslie,S176007004,American Political Science Review (APSR),0,1
A5088326919,Patrick Leslie,S95650557,Journal of Politics (JOP),1,1
A5088368205,Rashid Khalidi,S184885884,Middle East Journal,1,1
A5088368205,Rashid Khalidi,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,1
A5088368205,Rashid Khalidi,S87435064,International Journal of Middle East Studies (IJMES),0,6
A5088368205,Rashid Khalidi,S88529193,Journal of Palestine Studies,13,106
A5088398426,Michel Warschawski,S88529193,Journal of Palestine Studies,2,2
A5088406191,Gal Ariely,S141739696,Patterns of Prejudice,1,1
A5088406191,Gal Ariely,S144836642,Memory Studies,1,1
A5088406191,Gal Ariely,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,2
A5088406191,Gal Ariely,S189112142,Ethnicities,0,1
A5088406191,Gal Ariely,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5088406191,Gal Ariely,S96629499,Ethnic and Racial Studies,1,1
A5088418418,Donald Beachler,S141456655,Genocide Studies and Prevention: An International Journal (GSP),0,1
A5088418418,Donald Beachler,S141739696,Patterns of Prejudice,1,2
A5088418418,Donald Beachler,S452692,Holocaust and Genocide Studies (HGS),0,3
A5088439043,Richard Ashby Wilson,S102499938,American Anthropologist,0,1
A5088439043,Richard Ashby Wilson,S165709033,Current Anthropology,0,2
A5088439043,Richard Ashby Wilson,S38600022,Human Rights Quarterly,1,4
A5088439043,Richard Ashby Wilson,S65076878,Journal of Human Rights (JHR),0,1
A5088439043,Richard Ashby Wilson,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,1
A5088478000,Donald G. Schilling,S452692,Holocaust and Genocide Studies (HGS),1,6
A5088483662,Robert G. Newby,S88529193,Journal of Palestine Studies,1,2
A5088506379,Dennis Deletant,S452692,Holocaust and Genocide Studies (HGS),1,3
A5088506379,Dennis Deletant,S96629499,Ethnic and Racial Studies,1,2
A5088554776,Robert Cormack,S96629499,Ethnic and Racial Studies,1,1
A5088590161,Terry Regier,S184885884,Middle East Journal,0,1
A5088590161,Terry Regier,S88529193,Journal of Palestine Studies,1,1
A5088590330,Jeannette Greven,S88529193,Journal of Palestine Studies,1,1
A5088620943,Ignacio Klich,S141739696,Patterns of Prejudice,0,5
A5088620943,Ignacio Klich,S184885884,Middle East Journal,1,1
A5088635882,Mais Qandeel,S59071098,Journal of Genocide Research (JGR),0,1
A5088635882,Mais Qandeel,S88529193,Journal of Palestine Studies,2,2
A5088648148,Nancy Jo Nelson,S88529193,Journal of Palestine Studies,1,2
A5088691515,Israel Idalovichi,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5088700688,Matti Weisdorf,S43131466,Ethnos: Journal of Anthropology,1,3
A5088719727,Joan Marshall,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5088722397,Graham Usher,S88529193,Journal of Palestine Studies,5,10
A5088749275,Mark Zeitoun,S88529193,Journal of Palestine Studies,1,1
A5088759649,Rivka Tuval-Mashiach,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5088759649,Rivka Tuval-Mashiach,S5866276,Journal of Loss and Trauma,0,1
A5088820544,Francis T. Cullen,S117214891,International Criminal Justice Review,0,2
A5088820544,Francis T. Cullen,S122471516,American Journal of Sociology (AJS),0,1
A5088820544,Francis T. Cullen,S157620343,American Sociological Review (ASR),2,4
A5088892309,Bernard H. Oxman,S160097506,American Journal of International Law (AJIL),1,69
A5088892309,Bernard H. Oxman,S175405714,European Journal of International Law (EJIL),0,1
A5088892309,Bernard H. Oxman,S176007004,American Political Science Review (APSR),0,1
A5088910658,Kate Zebiri,S199726014,British Journal of Middle Eastern Studies (BRISMES),3,3
A5088911370,Israel Shahak,S88529193,Journal of Palestine Studies,9,22
A5088915626,Bashir Bashir,S184885884,Middle East Journal,1,1
A5088915626,Bashir Bashir,S59071098,Journal of Genocide Research (JGR),1,2
A5088957027,Cheryl A. Ruebnberg,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5088986162,Maya Tamir,S187348256,Personality and Social Psychology Bulletin (PSPB),2,9
A5088986162,Maya Tamir,S29984966,Journal of Personality and Social Psychology (JPSP),0,12
A5088986162,Maya Tamir,S47258695,Memory,0,1
A5088986162,Maya Tamir,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5089011910,Ziad Abu-Amr,S88529193,Journal of Palestine Studies,1,8
A5089015140,Alvaro San Martin,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5089015140,Alvaro San Martin,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
